Fecha;PM10;PM2.5;Velo-Viento;Precipitacion;Dirrecion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HR
01-01-2023 03:1036;8;7;2,3;0;96;6,8;0,7;12,1;9;21;0;15,8;0;56
01-01-2023 04:1036;11,5;8;2,8;0;80;2,4;0,9;21,8;13,1;34,9;0;15;0;61
01-01-2023 01:1037;9,4;7;1,8;0;71;4,3;0,6;10,2;10,4;20,6;0;14,6;0;61
01-01-2023 02:1037;8;8;0,5;0;48;1,8;0,8;17,8;16,3;34,1;0;14,5;0;64
01-01-2023 03:1037;0;18;2,6;0;45;4,4;0,5;10,6;9,2;20;0;14,1;0;65
01-01-2023 04:1037;19,7;3;2,6;0;44;5,7;0,4;3,7;6,7;10,5;0;13,6;0;67
01-01-2023 01:1038;14,7;5;2,5;0;46;6,2;0,4;2,6;5,7;8,2;0;13,3;0;68
01-01-2023 02:1038;14,1;8;1,7;0;41;4,3;0,4;2;6,9;8,9;0;12,5;0;71
01-01-2023 03:1038;10,3;6;2,3;0;68;9,2;0,3;0,7;2,2;2,9;0;13;0;69
01-01-2023 04:1038;8,3;5;1,8;0;49;6,2;0,4;2,2;5,2;7,4;0;12,4;0;72
01-01-2023 01:1039;6;5;2;0;67;6,3;0,3;2,7;5,7;8,4;0;12,6;0;70
01-01-2023 02:1039;9,1;8;1,7;0;62;2;0,5;22,7;12,1;34,7;0;12,1;0;72
01-01-2023 03:1039;9;9;2,7;0;39;4,1;0,7;19,3;10,8;30,2;0;12,7;0;69
01-01-2023 04:1039;11;11;2,3;0;50;4,7;1;24,5;12,5;37;0;14,1;0;64
01-01-2023 01:1040;17,5;9;2,6;0;54;8,4;0,8;19,2;10,2;29,4;0;15,3;0;60
01-01-2023 02:1040;15,2;11;2,6;0;69;14,9;0,6;8,5;4,2;12,7;0;17,6;0;52
01-01-2023 03:1040;18,4;6;2,9;0;81;17,1;0,5;7,9;4;12;0;19,9;0;44
01-01-2023 04:1040;13,2;6;5,1;0;87;14,9;0,5;9,5;4,2;13,7;0;18,5;0;46
01-01-2023 01:1041;11,5;5;3,6;0;99;15,1;0,4;6,6;3;9,6;0;17,7;0;53
01-01-2023 02:1041;10,3;3;2,1;0;65;17;0,4;5,3;2;7,4;0;20,2;0;42
01-01-2023 03:1041;8,1;4;3,9;0;85;16;0,5;7,1;3,5;10,6;0;20;0;43
01-01-2023 04:1041;7;4;2,3;0;61;16,8;0,4;6,8;2,8;9,7;0;20,8;0;41
01-01-2023 01:1042;19,7;3;4,6;0;260;20,4;0,8;13,4;18;31,3;0;18,8;0;54
01-01-2023 02:1042;25,7;19;3,3;0;268;11,1;1;15,1;21;36,1;0;16,2;0;65
01-01-2023 03:1042;51,9;24;2,2;0;249;6,2;1;14,8;24,3;39,1;0;14,5;0;71
01-01-2023 04:1042;44,1;20;1,7;0;232;4,6;1,1;14,9;26,3;41,1;0;14,4;0;70
01-01-2023 01:1043;43,2;18;1,3;0;265;2,5;1,1;15,3;25,8;41;0;13,9;0;72
01-01-2023 02:1043;48,4;22;1,3;0;293;1,2;1,4;36,2;32,2;68,5;0;13,7;0;72
01-01-2023 03:1043;46,5;32;1,6;0;276;1,2;1,6;59,1;34,8;93,9;0;13,6;0;72
01-01-2023 04:1043;64,9;38;1,4;0;287;1,2;1,3;57,6;31,3;88,9;0;13,6;0;71
01-01-2023 01:1044;63;26;2,5;0;271;2,1;0,9;25;22;47,1;0;13,3;0;72
01-01-2023 02:1044;55,5;18;2,1;0;259;4,2;0,5;7,8;11,7;19,5;0;12,9;0;72
01-01-2023 03:1044;54,1;13;1,3;0;258;1,9;0,6;8,2;14,8;23;0;12,6;0;74
01-01-2023 04:1044;38,1;13;1,2;0;339;1,1;0,7;16,1;17,2;33,3;0;12,5;0;74
01-01-2023 01:1045;30,1;17;1,7;0;254;1,9;0,6;14,3;16,3;30,7;0;12,5;0;74
01-01-2023 02:1045;40;15;0,4;0,2;144;1,3;0,7;12,1;17,3;29,4;0;12,1;0;78
01-01-2023 03:1045;31,6;18;0,2;0;256;2,3;0,8;18,1;17,8;35,9;0;12,3;0;79
01-01-2023 04:1045;22,5;20;1;0;349;5,3;1;32,2;17;49,3;0;15,1;0;69
01-01-2023 01:1046;27,9;17;1;0;50;10,7;0,7;16,3;11,5;27,8;0;16,9;0;58
01-01-2023 02:1046;21,1;7;1,1;0;126;18,5;0,7;11,8;12,7;24,5;0;18,8;0;48
01-01-2023 03:1046;20,7;10;2,3;0;141;20,4;0,4;5,3;3,6;8,9;0;21,1;0;40
01-01-2023 04:1046;15,9;6;2,4;0;129;20;0,4;4;1;5;0;20,9;0;39
01-01-2023 01:1047;11,6;4;2,5;0;107;19,5;0,4;5,8;2,7;8,4;0;20,9;0;38
01-01-2023 02:1047;9,3;2;2,9;0;125;18,1;0,4;3,9;1,5;5,4;0;22,1;0;37
01-01-2023 03:1047;7,5;5;2,6;0;152;15,7;0,4;3,7;1,7;5,4;0;21,8;0;39
01-01-2023 04:1047;6,5;6;2,5;0;133;13,9;0,4;4,7;2,6;7,3;0;20,3;0;42
01-01-2023 01:1048;5,6;4;2,8;0;143;12,4;0,4;3;4;7;0;17,5;0;48
01-01-2023 02:1048;8,7;8;1,5;0;144;10,2;0,5;3,5;7,5;11;0;16,5;0;47
01-01-2023 03:1048;6,6;6;0,9;0;150;10;0,5;3,1;10,2;13,3;0;15,6;0;50
01-01-2023 04:1048;6;6;1,5;0;81;10;0,6;6;10,1;16,1;0;15,1;0;57
01-01-2023 01:1049;12,6;5;1,5;0;123;10,8;0,4;2,2;7,2;9,4;0;14,4;0;58
01-01-2023 02:1049;9,2;5;2;0;95;11,7;0,4;2,3;7,2;9,5;0;14,3;0;58
01-01-2023 03:1049;6,9;5;2,8;0;98;10,5;0,5;6,8;7,6;14,4;0;14;0;60
01-01-2023 04:1049;5,7;5;2,1;0;111;14,1;0,4;2;4,6;6,7;0;13,8;0;60
01-01-2023 01:1050;6;6;1,7;0;103;14,9;0,4;0,9;3,5;4,4;0;13,9;0;61
01-01-2023 02:1050;5;5;2,2;0;83;13,9;0,4;1,9;3,5;5,3;0;13,3;0;63
01-01-2023 03:1050;7,8;4;3,2;0;89;15,6;0,3;0,6;1,1;1,7;0;13,4;0;64
01-01-2023 04:1050;6,6;5;0,6;0;130;12,4;0,3;0,6;4,5;5,1;0;13,2;0;64
01-01-2023 01:1051;5,7;4;0,1;0;247;8,9;0,4;1,3;7,5;8,9;0;13,1;0;66
01-01-2023 02:1051;5;5;2;0;85;11,6;0,4;2,6;4,2;6,8;0;12,9;0;69
01-01-2023 03:1051;0;6;2,4;0;85;11,7;0,4;3;4,1;7,1;0;13;0;70
01-01-2023 04:1051;6;6;2;0;95;13,7;0,4;4,1;3,9;8;0;14,1;0;67
01-01-2023 01:1052;6,3;5;0,9;0;102;16,3;0,4;3,7;3,4;7,1;0;14,7;0;68
01-01-2023 02:1052;7;7;0,3;0;17;17,1;0,5;4,9;5,3;10,2;0;16,2;0;61
01-01-2023 03:1052;5,8;5;0,6;0;97;20,4;0,5;4,4;4,3;8,7;0;18,7;0;52
01-01-2023 04:1052;5,7;5;2,1;0;173;18,8;0,4;3;2,2;5,2;0;19,2;0;47
01-01-2023 01:1053;5,6;4;2,1;0;183;19,8;0,4;3,3;2,2;5,5;0;19,6;0;45
01-01-2023 02:1053;6;2;2,2;0;160;18,9;0,4;3,1;2;5,1;0;18,6;0;48
01-01-2023 03:1053;5,9;2;2,6;0;148;20,8;0,3;1,3;0,6;1,8;0;17,9;0;49
01-01-2023 04:1053;5,8;5;2,1;0;185;20,1;0,4;3,1;2,1;5,2;0;20,2;0;41
01-01-2023 01:1054;6,3;6;2,2;0;104;17,8;0,5;4,1;4,2;8,3;0;17,9;0;48
01-01-2023 02:1054;6,2;5;2,5;0;114;17,5;0,4;2,4;3,5;5,9;0;16,2;0;53
01-01-2023 03:1054;5,9;4;2,2;0;134;18,1;0,4;1,3;2,3;3,6;0;15,2;0;55
01-01-2023 04:1054;5,7;0;2,1;0;95;11,7;0,5;3,7;7,4;11,1;0;14,4;0;61
01-01-2023 01:1055;5,6;0;2;0;90;9,5;0,5;5;9,4;14,4;0;13,5;0;64
01-01-2023 02:1055;5,6;0;1,2;0;100;9,9;0,5;3,2;8,7;11,9;0;13,5;0;63
01-01-2023 03:1055;5,7;5;1,4;0;96;11,1;0,5;3,3;7,5;10,9;0;13,5;0;63
01-01-2023 04:1055;5,6;4;2,2;0,5;78;13,5;0,4;1,1;4,1;5,1;0;13;0;69
01-01-2023 01:1056;0;6;2,1;0,1;46;13,7;0,3;1;2,7;3,7;0;12,3;0;75
01-01-2023 02:1056;0;8;1;0;36;9;0,4;0,8;5,6;6,5;0;11,9;0;77
01-01-2023 03:1056;6,1;5;1,3;0;26;3,6;0,4;1,5;10,7;12,3;0;11,7;0;80
01-01-2023 04:1056;6;6;1,8;0;33;2,1;0,4;6,4;11,8;18,2;0;11,7;0;80
01-01-2023 01:1057;6;6;1,7;0,1;26;1,9;0,4;7,2;12,3;19,6;0;11,5;0;79
01-01-2023 02:1057;7,6;5;2;0;31;1;0,7;32,5;15,7;48,4;0;11,5;0;78
01-01-2023 03:1057;11,8;10;1,7;0;41;2,4;1;31,7;16,4;48,1;0;12,2;0;75
01-01-2023 04:1057;11,9;10;2,4;0;58;6,2;1,2;32,9;17,3;50,2;0;14,3;0;66
01-01-2023 01:1058;15,5;8;0,7;0;181;6,1;1,5;48,7;25;73,8;0;14,8;0;64
01-01-2023 02:1058;19;19;2,4;0;111;18,6;0,6;11,9;9,9;21,7;0;18,4;0;49
01-01-2023 03:1058;26,3;6;2,4;0;148;21,2;0,4;3,1;1,8;4,9;0;18,5;0;45
01-01-2023 04:1058;19,2;3;3;0;110;21,4;0,4;3,8;1,7;5,6;0;19;0;41
01-01-2023 01:1059;14,4;5;2,8;0;128;22,5;0,3;3;1,1;4,1;0;20,6;0;37
01-01-2023 02:1059;10,2;3;3,2;0;118;20,9;0,4;4,2;1,9;6,1;0;19;0;40
01-01-2023 03:1059;8,5;2;2,2;0;167;22;0,4;5,1;3,4;8,5;0;21,1;0;34
01-01-2023 04:1059;8,4;6;1,9;0;133;20,6;0,4;5,5;4,5;10;0;20,7;0;35
01-01-2023 01:1060;6,4;5;2,9;0;108;18,4;0,4;3,9;4,9;8,8;0;18,2;0;42
01-01-2023 02:1060;6,9;3;2,4;0;100;14,9;0,6;5,6;8;13,6;0;15,8;0;51
01-01-2023 03:1060;5;5;2,3;0;95;10,8;0,7;9,3;11,5;20,8;0;15,1;0;53
01-01-2023 04:1060;6;6;2,2;0;93;11,3;0,6;6,3;11,4;17,8;0;14,8;0;53
01-01-2023 01:1061;0;11;3,3;0;76;10,9;0,5;5,3;8,6;14;0;14,1;0;60
01-01-2023 02:1061;0;8;2,2;0;40;7,4;0,6;9,4;10,3;19,8;0;13,7;0;65
01-01-2023 03:1061;0;6;2,3;0;43;7,2;0,5;5,6;10,9;16,4;0;13,5;0;64
01-01-2023 04:1061;0;8;2,2;0;46;7,1;0,4;3,9;10;13,9;0;12,9;0;67
01-01-2023 01:1062;12,1;5;2,1;0;33;7,8;0,4;3,5;8,7;12,1;0;12,4;0;68
01-01-2023 02:1062;17,9;6;1,7;0;36;8,2;0,4;2,7;7,6;10,3;0;12,2;0;70
01-01-2023 03:1062;12,8;6;1,7;0;36;6,7;0,4;3;9,1;12,1;0;11,9;0;70
01-01-2023 04:1062;9,8;6;2;0;53;11,1;0,3;0,2;4,2;4,5;0;11,9;0;69
01-01-2023 01:1063;7,9;5;1,2;0;22;2,3;0,5;17,1;13,5;30,4;0;11,4;0;73
01-01-2023 02:1063;9;9;0,7;0;311;1;0,9;0;0;0;0;11,5;0;72
01-01-2023 03:1063;35,9;21;0,8;0;39;1,6;1,1;47,4;17,2;64,6;0;12,1;0;70
01-01-2023 04:1063;38,5;16;1,6;0;55;3,4;1,4;54,9;19,9;74,7;0;13,1;0;67
01-01-2023 01:1064;30,8;18;2,2;0;35;10,6;0,8;18;12,1;30,1;0;15;0;60
01-01-2023 02:1064;22,6;9;2,1;0;42;15,5;0,6;12,6;8,6;21,2;0;17,7;0;52
01-01-2023 03:1064;22;6;3,7;0;88;22,7;0,5;7;3,6;10,7;0;20,2;0;42
01-01-2023 04:1064;23,5;4;4,7;0;96;23,4;0,4;4,7;2;6,6;0;20;0;42
01-01-2023 01:1065;17,7;5;4,4;0;85;21,9;0,4;6,2;2,7;8,9;0;21;0;41
01-01-2023 02:1065;13,1;7;3,5;0;105;19,8;0,4;5,7;2,6;8,2;0;19,6;0;44
01-01-2023 03:1065;9,9;3;2,9;0;104;18,7;0,4;5,1;3,3;8,4;0;19,3;0;46
01-01-2023 04:1065;9,9;4;3,6;0;93;19;0,5;6,9;3,4;10,3;0;20;0;42
01-01-2023 01:1066;20,1;6;3,2;0;101;16;0,5;6,5;5,3;11,8;0;17,3;0;52
01-01-2023 02:1066;13,9;5;2;0;89;10,4;0,8;15;11;26,1;0;16,6;0;55
01-01-2023 03:1066;9,8;6;2,9;0;89;8,1;0,9;15,6;13;28,6;0;15,7;0;56
01-01-2023 04:1066;16,6;12;0,3;0;60;2,9;1,1;24,4;20;44,5;0;14,3;0;63
01-01-2023 01:1067;12,1;11;0,3;0;54;2,9;1,2;35,8;23,3;59;0;13,7;0;68
01-01-2023 02:1067;27;18;1,5;0;139;12,6;0,4;2;7;8,9;0;13,2;0;64
01-01-2023 03:1067;19,2;8;1,7;0;93;7,2;0,5;5,2;11,5;16,7;0;13;0;65
01-01-2023 04:1067;14,6;9;1;0;106;7,1;0,5;2,5;11,8;14,3;0;13;0;64
01-01-2023 01:1068;10,7;7;1,7;0;56;4,7;0,5;6;12,7;18,7;0;12,6;0;68
01-01-2023 02:1068;9,4;6;1,5;0;39;4,1;0,4;3,9;12,3;16,1;0;11,8;0;71
01-01-2023 03:1068;13,8;6;0,6;0;358;3,4;0,5;3,6;12,9;16,5;0;11,6;0;72
01-01-2023 04:1068;14,2;7;0,3;0;8;1,1;0,5;11,4;14,2;25,6;0;11,2;0;75
01-01-2023 01:1069;13,7;9;1,5;0;84;3,9;0,4;7,8;12,1;19,9;0;11,8;0;71
01-01-2023 02:1069;10,3;6;2,2;0;65;4,4;0,6;14,1;12,5;26,6;0;12,1;0;68
01-01-2023 03:1069;17,1;5;2,7;0;68;5,8;0,8;22,6;13,1;35,7;0;12,6;0;67
01-01-2023 04:1069;19,5;6;3;0;56;11;0,7;14,2;9,4;23,6;0;13,8;0;64
01-01-2023 01:1070;15,1;8;1,3;0;97;14,5;0,6;9,2;8,3;17,4;0;16,2;0;55
01-01-2023 02:1070;11,1;8;3,7;0;97;18,1;0,5;7,4;4,2;11,6;0;16,9;0;50
01-01-2023 03:1070;14,6;8;4,5;0;86;20,7;0,5;6,5;2,4;8,9;0;19,1;0;45
01-01-2023 04:1070;10,6;6;3,2;0;109;19,3;0,4;5,1;3,3;8,4;0;18,7;0;45
01-01-2023 01:1071;7,7;6;3;0;89;19,1;0,5;7,1;4,1;11,2;0;18,9;0;46
01-01-2023 02:1071;6;6;2,1;0,1;124;18,3;0,4;6,4;4,4;10,8;0;18,1;0;50
01-01-2023 03:1071;16,2;6;1,3;0;70;21,2;0,4;4,9;3,8;8,6;0;20,1;0;41
01-01-2023 04:1071;11,9;5;1,3;0;117;18,5;0,4;4,1;3,3;7,4;0;20;0;42
01-01-2023 01:1072;14,5;2;1,6;0;97;15,2;0,6;9;7;16;0;19,6;0;42
01-01-2023 02:1072;12,9;5;2,2;0;244;10;1,1;12,2;23,9;36,1;0;18,1;0;53
01-01-2023 03:1072;26,2;19;2,9;0;282;6,9;1,2;15,8;23;38,7;0;15,5;0;64
01-01-2023 04:1072;31,8;9;1,4;0;314;2,8;1,1;14,2;24,5;38,7;0;14,7;0;67
01-01-2023 01:1073;24,8;14;1;0;216;3,2;0,9;12,5;18,6;31;0;14,4;0;65
01-01-2023 02:1073;18,2;12;1,6;0;93;8,6;0,6;5,3;8,9;14,2;0;14,4;0;64
01-01-2023 03:1073;18,8;7;2,5;0;64;10,3;0,5;3,2;6,4;9,6;0;13,8;0;66
01-01-2023 04:1073;25,4;4;1,7;0;167;12,1;0,4;1,3;5,3;6,5;0;13,8;0;63
01-01-2023 01:1074;18,9;2;1,3;0;160;11,1;0,4;1,4;5,6;7;0;13;0;67
01-01-2023 02:1074;14,4;2;1,2;0;155;13,4;0,3;0,7;3;3,7;0;13,2;0;66
01-01-2023 03:1074;13,5;3;1,1;0;208;9,3;0,4;1,5;6,8;8,2;0;12,8;0;68
01-01-2023 04:1074;10,1;4;1,1;0;208;9,1;0,4;1,4;7;8,4;0;12,1;0;72
01-01-2023 01:1075;7,9;6;1;0;166;6,7;0,4;2,7;10,3;13,1;0;11,7;0;72
01-01-2023 02:1075;7,1;5;0,9;0;154;3,6;0,7;20,1;17,3;37,5;0;12,6;0;68
01-01-2023 03:1075;12;12;1,6;0;135;7,3;0,7;12,6;12,1;24,7;0;13,4;0;65
01-01-2023 04:1075;8,8;8;2,6;0;100;9,7;0,8;12,5;8,9;21,3;0;14,3;0;65
01-01-2023 01:1076;14;4;1,9;0;191;9,9;0,8;14,7;10,6;25,3;0;15,4;0;61
01-01-2023 02:1076;10,3;8;2,7;0;156;0;0;0;0;0;0;15,6;0;56
01-01-2023 03:1076;11,3;6;2,4;0;167;16,7;0,5;6,2;4,8;11;0;18,8;0;46
01-01-2023 04:1076;15,4;4;3;0;173;15,4;0,5;8,8;4,3;13;0;19,3;0;45
01-01-2023 01:1077;11,8;5;3,4;0;171;16,3;0,4;6,3;3,1;9,5;0;19,2;0;45
01-01-2023 02:1077;12,9;6;3,5;0;175;16,7;0,5;6,4;3;9,4;0;19,4;0;44
01-01-2023 03:1077;11,9;7;2,8;0;168;18,9;0,4;5;2,8;7,7;0;20,7;0;39
01-01-2023 04:1077;14,5;5;3;0;167;18;0,4;7;3,9;10,9;0;20,5;0;37
01-01-2023 01:1078;12,8;4;2,7;0;166;16;0,5;10,6;6,6;17,1;0;20,1;0;37
01-01-2023 02:1078;12,1;6;2,4;0;144;15,2;0,5;4,6;4,3;9;0;17,5;0;47
01-01-2023 03:1078;8,5;6;2,6;0;138;11,1;0,6;4,1;8,2;12,3;0;15;0;57
01-01-2023 04:1078;10,9;6;1,7;0;156;9,7;0,6;3,1;9,5;12,6;0;14,2;0;64
01-01-2023 01:1079;8,7;7;3,2;0;96;10,4;0,5;4,2;6,5;10,6;0;14;0;65
01-01-2023 02:1079;6,5;5;2,5;0;140;13,1;0,4;2,1;5,2;7,3;0;14,2;0;61
01-01-2023 03:1079;5;4;2,4;0;116;15,2;0,4;1,6;3,5;5;0;14,1;0;59
01-01-2023 04:1079;10,5;3;2,6;0;139;18,2;0,3;0,6;1,9;2,5;0;13,8;0;59
01-01-2023 01:1080;8;6;1,8;0;135;16,8;0,4;0,4;2,1;2,6;0;13,6;0;60
01-01-2023 02:1080;7,2;4;1,4;0;141;17,7;0,3;0,1;0,6;0,7;0;13,7;0;62
01-01-2023 03:1080;10,1;2;2,2;0;92;17,3;0,3;0,2;0,4;0,6;0;13,5;0;63
01-01-2023 04:1080;7,6;3;2,3;0;93;16,8;0,3;0,7;0,7;1,4;0;13,1;0;65
01-01-2023 01:1081;6,2;5;0,9;0,1;99;13,9;0,4;0,9;3,5;4,3;0;12,7;0;70
01-01-2023 02:1081;6;6;1;0,1;113;7,1;0,5;7,3;10,3;17,6;0;11,7;0;75
01-01-2023 03:1081;0;7;2;0;117;9,3;0,7;8,5;10,3;18,8;0;13,1;0;65
01-01-2023 04:1081;0;6;1,7;0;161;8;0,8;11,4;12,5;23,9;0;13,6;0;65
01-01-2023 01:1082;0;6;2,1;0;176;12,7;0,7;8,7;8,6;17,3;0;15,3;0;58
01-01-2023 02:1082;3,5;0;2,4;0;176;14,4;0,5;6,7;6,1;12,9;0;15,5;0;57
01-01-2023 03:1082;6,8;0;2,8;0;186;14,6;0,6;8,6;6;14,6;0;16,4;0;55
01-01-2023 04:1082;9;0;2,9;0;181;16,1;0,6;6,8;5,2;12;0;17,4;0;51
01-01-2023 01:1083;7,9;0;2,5;0;183;15,3;0,6;7,7;6;13,7;0;17,7;0;49
01-01-2023 02:1083;7;0;2,5;0;167;17,6;0,5;7,2;5,1;12,3;0;19,3;0;45
01-01-2023 03:1083;14,9;0;2,4;0;158;17;0,5;5,6;5,1;10,7;0;19;0;46
01-01-2023 04:1083;11,5;0;2,2;0;144;14,9;0,5;4,6;4,6;9,2;0;16,9;0;52
01-01-2023 01:1084;18,7;0;2,1;0;129;14,4;0,5;5,7;5;10,7;0;17,3;0;51
01-01-2023 02:1084;14,4;0;2,1;0;145;14,1;0,5;2,7;4,8;7,4;0;15,4;0;58
01-01-2023 03:1084;11,3;0;1,6;0;138;8,3;0,7;5,9;9,7;15,6;0;14,1;0;64
01-01-2023 04:1084;10;0;1,8;0;161;5;0,7;7,3;12,3;19,5;0;13,9;0;64
01-01-2023 01:1085;9,3;0;1,7;0;174;7,2;0,6;6,2;9,3;15,5;0;13,8;0;64
01-01-2023 02:1085;7,6;0;1;0;151;7,4;0,6;4,3;7,8;12,1;0;13,2;0;65
01-01-2023 03:1085;8,6;0;1,4;0;151;4,1;0,6;6,5;11,8;18,3;0;12,6;0;65
01-01-2023 04:1085;6,3;0;1;0;123;4,7;0,5;5,4;10,9;16,3;0;12,2;0;66
01-01-2023 01:1086;4,7;0;1,4;0;129;13,6;0,4;0,8;3,3;4,1;0;12,9;0;62
01-01-2023 02:1086;7,6;0;1,9;0;153;14,5;0,4;0,9;2,6;3,5;0;13,1;0;62
01-01-2023 03:1086;6,6;0;2;0;153;15,8;0,4;0,5;1,5;1,9;0;13;0;62
01-01-2023 04:1086;6;0;1,4;0;109;14,8;0,4;0,3;2,2;2,5;0;12,7;0;65
01-01-2023 01:1087;8,6;0;0,6;0;114;9,6;0,4;3,5;6,3;9,8;0;11,8;0;69
01-01-2023 02:1087;7,3;0;0,1;0;7;1,4;0,8;19,4;16,6;36;0;12,1;0;68
01-01-2023 03:1087;9,4;0;0,6;0;106;6;0,7;10,9;13;23,8;0;13,3;0;63
01-01-2023 04:1087;9,1;0;2,6;0;94;11,1;0,7;11,7;8,7;20,4;0;14,3;0;59
01-01-2023 01:1088;10,5;0;1,7;0;125;14,1;0,6;6,6;6,1;12,7;0;15,4;0;54
01-01-2023 02:1088;7,7;0;1,5;0;168;16,6;0,5;6,2;5;11,2;0;17,8;0;47
01-01-2023 03:1088;15,3;0;2,7;0;134;18,1;0,4;4;2;5,9;0;18,8;0;45
01-01-2023 04:1088;10,8;0;2,6;0;167;17,1;0,5;4,8;4,1;9;0;18,2;0;46
01-01-2023 01:1089;7,6;0;2,1;0;143;17,8;0,5;4,6;3,1;7,7;0;18,8;0;45
01-01-2023 02:1089;6,2;0;2,7;0;155;17,3;0,5;4,7;2,4;7,2;0;19,9;0;43
01-01-2023 03:1089;5,9;0;2,9;0;156;17;0,4;3,3;0,8;4,1;0;20;0;42
01-01-2023 04:1089;4,9;0;2,3;0;121;16,2;0,4;3,3;1;4,3;0;19;0;44
01-01-2023 01:1090;18,6;0;2,3;0;107;15,5;0,5;4,4;1,7;6,1;0;18,2;0;46
01-01-2023 02:1090;14,1;0;1,7;0;141;15,1;0,4;1,8;2,3;4,1;0;16,3;0;52
01-01-2023 03:1090;9,8;0;1,4;0;158;10,9;0,5;2,3;5,9;8,2;0;14,5;0;58
01-01-2023 04:1090;6,8;0;1,6;0;158;8,5;0,6;3,6;8,5;12,1;0;14,5;0;59
01-01-2023 01:1091;4,9;0;0,9;0;156;4,6;0,7;7;11,5;18,5;0;13,8;0;61
01-01-2023 02:1091;12,3;0;1,2;0;147;5,7;0,6;4,5;11;15,5;0;13,2;0;63
01-01-2023 03:1091;9,1;0;1,3;0;125;6,9;0,6;4,2;9,2;13,4;0;13,1;0;63
01-01-2023 04:1091;7,2;0;1,5;0;85;9,5;0,5;2,2;5,7;8;0;12,9;0;65
01-01-2023 01:1092;5,3;0;1;0;234;4,6;0,6;5,7;10,7;16,4;0;12,8;0;66
01-01-2023 02:1092;4,3;0;0,8;0,4;252;1,5;0,6;10,4;13,5;23,9;0;12,6;0;68
01-01-2023 03:1092;5,3;0;0,5;5;88;0,8;0,7;12,4;13,2;25,6;0;11,2;0;79
01-01-2023 04:1092;12,5;0;1,1;2,5;84;1;0,6;6,7;12,4;19,1;0;10,9;0;83
01-01-2023 01:1093;16,9;0;1,4;1,1;49;0,9;0,6;8,2;12,5;20,7;0;10,8;0;83
01-01-2023 02:1093;13;0;1,4;0,5;45;2,2;0,6;7,8;10,3;18;0;10,8;0;83
01-01-2023 03:1093;9,5;0;0,4;0,1;337;1,5;0,7;18,4;10,9;29,3;0;11,2;0;84
01-01-2023 04:1093;7;0;0,6;0,1;81;3,7;0,8;22;11,5;33,5;0;12,6;0;81
01-01-2023 01:1094;7,3;0;1;0;19;7,2;0,7;18,5;10,8;29,3;0;14,6;0;70
01-01-2023 02:1094;6,3;0;0,6;0;3;13,5;0,6;10,3;7,6;17,8;0;17,4;0;58
01-01-2023 03:1094;5,1;0;0,5;0;194;19,5;0,6;8,4;9,4;17,8;0;19,1;0;52
01-01-2023 04:1094;9,2;0;2,7;0;111;17;0,4;3;1,2;4,2;0;19,9;0;46
01-01-2023 01:1095;7,4;0;3,2;0;92;16,8;0,4;2,9;0,5;3,4;0;20;0;45
01-01-2023 02:1095;9,9;0;2,5;0;130;15,1;0,4;3,3;0,9;4,2;0;19,4;0;46
01-01-2023 03:1095;7,3;0;1,9;0;137;14,7;0,4;2,4;0,9;3,3;0;19;0;47
01-01-2023 04:1095;5,8;0;1,1;0;281;14,1;0,6;6,4;7,3;13,7;0;18,4;0;53
01-01-2023 01:1096;5,2;0;2,6;0;282;11,7;0,8;9,1;11,8;20,9;0;16,5;0;64
01-01-2023 02:1096;8,6;0;2,5;0;285;7,2;0,9;11,4;16,6;28;0;15,9;0;67
01-01-2023 03:1096;11,5;0;3;0;268;5,7;0,9;9,7;17,5;27,3;0;15;0;71
01-01-2023 04:1096;12,8;0;2,4;0;271;5,1;0,8;8,7;18,6;27,3;0;14,3;0;73
01-01-2023 01:1097;18,6;0;1,2;0;326;1,2;1;16,3;21,6;37,9;0;13,8;0;75
01-01-2023 02:1097;17,7;0;1,3;0;352;1,2;1;15,4;19,6;35;0;13,4;0;76
01-01-2023 03:1097;25,2;0;1,5;0;7;1;1;16,8;15,5;32,3;0;12,8;0;75
01-01-2023 04:1097;24,4;0;0,6;0;309;0,9;0,8;17,2;11,4;28,6;0;12,1;0;75
01-01-2023 01:1098;19,1;0;0,6;0;273;1;0,8;22,6;10,4;33;0;11,9;0;76
01-01-2023 02:1098;24,4;0;0,4;0;268;0,7;0,8;24,1;10,2;34,3;0;11,7;0;77
01-01-2023 03:1098;23,3;0;1,2;0;290;1;0,7;22,6;10,2;32,9;0;11,9;0;77
01-01-2023 04:1098;22,5;0;0,8;0;344;0,9;0,7;19,9;9,3;29,1;0;11,6;0;77
01-01-2023 01:1099;20,1;0;1;0;39;0,9;0,6;12,4;10,3;22,7;0;11,3;0;78
01-01-2023 02:1099;23,4;0;1,3;0;40;1;0,7;19,3;9,2;28,6;0;11,6;0;77
01-01-2023 03:1099;20,6;0;1,7;0;37;1,9;0,8;24,7;7,9;32,7;0;12,3;0;75
01-01-2023 04:1099;17,4;0;2;0;56;5,9;0,6;15,2;5,8;21;0;14,8;0;65
01-01-2023 01:1100;24,6;0;1,8;0;30;11,2;0,6;11,7;5,5;17,1;0;16,6;0;58
01-01-2023 02:1100;18,3;0;1,8;0;306;15,8;0,6;9,7;6,2;15,9;0;18,8;0;52
